id,name,dish,qty,price,total,date,city
335,Advika Loke,Uttapam,5,294.61,1473.05,2025-07-01,Coimbatore
336,Baiju Srinivasan,Curd Rice,3,228.02,684.06,2024-09-11,Bengaluru
337,Pihu Sarna,Pesarattu,4,342.86,1371.44,2025-07-03,Bengaluru
338,Amani Tak,Rava Dosa,1,122.24,122.24,2025-06-14,Hyderabad
339,Samar Gokhale,Neer Dosa,4,251.26,1005.04,2024-09-27,Trichy
340,Lavanya Mahajan,Idli,1,263.27,263.27,2025-04-10,Chennai
341,Umang Deep,Medu Vada,1,153.33,153.33,2025-01-17,Trichy
342,Madhav Chopra,Upma,5,395.07,1975.35,2025-06-07,Hyderabad
343,Rasha Mahajan,Pesarattu,2,262.81,525.62,2024-08-26,Vijayawada
344,Sana Lala,Sambar Rice,3,208.37,625.11,2025-02-04,Hyderabad
345,Arnav Choudhry,Upma,5,55.42,277.1,2025-07-29,Mysuru
346,Krish Randhawa,Neer Dosa,2,255.39,510.78,2025-01-30,Trichy
347,Ryan Sawhney,Rasam Rice,5,300.85,1504.25,2024-08-30,Trichy
348,Yuvaan Arora,Neer Dosa,4,210.02,840.08,2025-06-01,Thiruvananthapuram
349,Nitya Chaudhary,Uttapam,2,54.87,109.74,2025-06-19,Trichy
350,Vardaniya Batta,Pesarattu,5,127.92,639.6,2024-12-14,Vijayawada
351,Ivan Garde,Pongal,3,129.24,387.72,2025-05-27,Trichy
352,Aniruddh Krishnamurthy,Uttapam,5,313.24,1566.2,2024-12-30,Trichy
353,Akarsh Sekhon,Rava Dosa,1,306.17,306.17,2024-11-14,Coimbatore
354,Amani Barad,Dosa,5,55.65,278.25,2025-01-23,Hyderabad
355,Anvi Buch,Curd Rice,3,372.17,1116.51,2024-11-06,Coimbatore
356,Kartik Bhat,Pongal,5,477.19,2385.95,2024-09-16,Trichy
357,Gokul Varma,Vada,4,166.92,667.68,2025-02-06,Trichy
358,Siya Aurora,Dosa,2,318.65,637.3,2025-05-27,Bengaluru
359,Dhruv Kar,Pesarattu,4,239.78,959.12,2024-09-10,Trichy
360,Navya Sheth,Medu Vada,4,193.05,772.2,2025-01-17,Mysuru
361,Seher Halder,Idli,2,490.14,980.28,2025-02-26,Chennai
362,Aniruddh Ghose,Pesarattu,3,282.31,846.93,2024-09-24,Vijayawada
363,Vivaan Apte,Curd Rice,1,247.07,247.07,2024-11-22,Trichy
364,Raunak Bawa,Upma,1,327.13,327.13,2025-04-27,Thiruvananthapuram
365,Oorja Dash,Uttapam,3,158.88,476.64,2024-11-24,Chennai
366,Renee Kashyap,Curd Rice,3,64.73,194.19,2024-11-12,Coimbatore
367,Nakul Kuruvilla,Uttapam,5,250.07,1250.35,2025-03-02,Vijayawada
368,Tiya Zachariah,Vada,3,481.67,1445.01,2025-03-06,Vijayawada
369,Khushi Joshi,Curd Rice,3,179.24,537.72,2024-09-16,Bengaluru
370,Vardaniya Borah,Bisibele Bath,2,258.64,517.28,2024-09-12,Mysuru
371,Sara Gara,Rava Dosa,2,388.69,777.38,2025-07-28,Coimbatore
372,Alia Yadav,Vada,2,219.81,439.62,2024-08-26,Bengaluru
373,Emir Chaudhary,Sambar Rice,3,221.48,664.44,2024-11-19,Vijayawada
374,Diya Saini,Medu Vada,4,215.42,861.68,2025-07-06,Hyderabad
375,Piya Kannan,Bisibele Bath,1,188.3,188.3,2024-11-29,Trichy
376,Saira Varughese,Idli,4,356.26,1425.04,2024-10-27,Mysuru
377,Zara Bahri,Dosa,2,78.54,157.08,2025-01-29,Mysuru
378,Hiran Sami,Vada,5,382.07,1910.35,2025-04-28,Bengaluru
379,Uthkarsh Sastry,Curd Rice,1,269.03,269.03,2025-05-28,Mysuru
380,Aniruddh Varkey,Sambar Rice,2,384.89,769.78,2025-01-25,Hyderabad
381,Tiya Vasa,Medu Vada,3,413.35,1240.05,2024-09-21,Mysuru
382,Tejas Balasubramanian,Curd Rice,4,57.33,229.32,2024-11-03,Mysuru
383,Fateh Konda,Uttapam,5,65.35,326.75,2024-12-12,Vijayawada
384,Nitya Chadha,Pesarattu,2,312.3,624.6,2024-10-05,Chennai
385,Ela Chand,Dosa,4,378.37,1513.48,2024-12-21,Bengaluru
386,Dhruv Chandran,Uttapam,4,364.68,1458.72,2025-07-27,Vijayawada
387,Arhaan Barad,Pesarattu,5,163.58,817.9,2025-07-16,Thiruvananthapuram
388,Aarush Dugal,Idli,4,269.8,1079.2,2024-12-18,Mysuru
389,Ishaan Varma,Bisibele Bath,4,250.78,1003.12,2025-03-13,Chennai
390,Oorja Batta,Medu Vada,4,134.79,539.16,2025-06-09,Trichy
391,Anahita Dhingra,Uttapam,4,376.7,1506.8,2025-06-09,Vijayawada
392,Trisha Vohra,Rava Dosa,1,243.4,243.4,2025-04-12,Trichy
393,Tanya Bath,Curd Rice,4,316.26,1265.04,2025-01-27,Bengaluru
394,Hiran Gokhale,Rava Dosa,3,442.8,1328.4,2024-10-24,Mysuru
395,Uthkarsh Edwin,Rava Dosa,4,84.01,336.04,2025-04-19,Vijayawada
396,Shaan Dhaliwal,Rava Dosa,2,445.37,890.74,2025-01-29,Chennai
397,Bhamini Ganguly,Curd Rice,3,456.03,1368.09,2025-03-22,Bengaluru
398,Lavanya Bassi,Idli,2,436.5,873.0,2025-03-03,Coimbatore
399,Romil Dube,Idli,3,175.11,525.33,2025-05-16,Vijayawada
400,Rhea Dalal,Sambar Rice,1,100.13,100.13,2024-10-07,Trichy
401,Advika Datta,Rava Dosa,5,99.43,497.15,2025-04-21,Coimbatore
402,Drishya Sant,Rasam Rice,5,89.14,445.7,2025-07-10,Coimbatore
403,Piya Ravel,Neer Dosa,2,293.01,586.02,2025-07-06,Trichy
404,Sumer Bajaj,Pongal,4,237.62,950.48,2024-09-07,Chennai
405,Shlok Baria,Rava Dosa,5,68.6,343.0,2025-04-26,Hyderabad
406,Hunar Bassi,Curd Rice,4,206.19,824.76,2024-10-20,Trichy
407,Urvi Thaman,Bisibele Bath,1,76.16,76.16,2025-08-11,Mysuru
408,Navya Dave,Dosa,2,384.69,769.38,2024-12-09,Thiruvananthapuram
409,Rania Bala,Rasam Rice,4,206.71,826.84,2025-01-11,Mysuru
410,Khushi Bhattacharyya,Rava Dosa,5,286.74,1433.7,2025-01-04,Hyderabad
411,Tiya Goda,Curd Rice,1,223.89,223.89,2025-02-07,Bengaluru
412,Aarush Baria,Bisibele Bath,3,172.24,516.72,2025-03-30,Vijayawada
413,Biju Dua,Pongal,3,201.76,605.28,2025-05-08,Chennai
414,Nayantara Dada,Vada,1,145.74,145.74,2025-05-28,Coimbatore
415,Hridaan Vora,Pongal,5,287.88,1439.4,2025-05-10,Thiruvananthapuram
416,Tanya Borah,Bisibele Bath,1,94.11,94.11,2025-06-02,Thiruvananthapuram
417,Manjari Rana,Idli,2,281.54,563.08,2025-07-14,Bengaluru
418,Shamik Borde,Idli,5,422.71,2113.55,2025-06-19,Hyderabad
419,Alia Bhatnagar,Upma,4,307.15,1228.6,2025-07-15,Mysuru
420,Riya Karpe,Uttapam,5,432.98,2164.9,2025-02-16,Bengaluru
421,Manikya Sehgal,Rava Dosa,1,340.39,340.39,2025-04-24,Chennai
422,Jiya Kothari,Vada,4,269.84,1079.36,2025-07-29,Coimbatore
423,Eshani Barman,Curd Rice,4,118.41,473.64,2024-12-01,Vijayawada
424,Lagan Dutta,Upma,5,336.82,1684.1,2024-09-20,Coimbatore
425,Anika Varghese,Idli,1,307.95,307.95,2024-09-17,Mysuru
426,Taimur Thaker,Pesarattu,4,420.07,1680.28,2025-02-04,Trichy
427,Dhanuk Butala,Rava Dosa,4,136.82,547.28,2025-05-27,Bengaluru
428,Hiran Lata,Dosa,4,98.49,393.96,2025-05-20,Vijayawada
429,Rhea Doshi,Medu Vada,4,79.79,319.16,2025-04-26,Vijayawada
430,Ryan Grewal,Uttapam,1,123.71,123.71,2025-01-08,Trichy
431,Abram Bains,Dosa,1,397.18,397.18,2024-09-27,Trichy
432,Sumer Babu,Vada,3,200.95,602.85,2025-02-18,Hyderabad
433,Charvi Deshpande,Pongal,1,197.28,197.28,2025-06-12,Coimbatore
434,Jiya Bassi,Vada,1,277.35,277.35,2025-07-03,Thiruvananthapuram
435,Azad Deshmukh,Dosa,1,266.49,266.49,2024-10-10,Vijayawada
436,Alisha Gill,Rasam Rice,4,490.38,1961.52,2025-03-26,Coimbatore
437,Misha Sule,Pesarattu,5,497.7,2488.5,2025-01-11,Bengaluru
438,Misha Ramakrishnan,Pongal,1,199.42,199.42,2024-09-02,Chennai
439,Piya Rama,Rasam Rice,1,324.02,324.02,2024-10-21,Chennai
440,Chirag Dave,Vada,3,94.53,283.59,2025-05-07,Trichy
441,Shray Bhardwaj,Upma,2,312.93,625.86,2024-10-10,Trichy
442,Gatik Viswanathan,Upma,5,475.67,2378.35,2025-07-26,Vijayawada
443,Jivin Chanda,Sambar Rice,1,322.8,322.8,2024-12-20,Trichy
444,Yasmin Mand,Curd Rice,2,454.22,908.44,2025-02-26,Trichy
445,Reyansh Badal,Medu Vada,2,364.7,729.4,2025-06-03,Hyderabad
446,Ryan Shankar,Idli,2,207.15,414.3,2024-09-14,Coimbatore
447,Vivaan Soni,Pesarattu,5,150.74,753.7,2025-07-24,Coimbatore
448,Inaaya  Bose,Rava Dosa,3,195.9,587.7,2025-01-20,Mysuru
449,Kabir Seshadri,Rava Dosa,2,244.79,489.58,2024-12-20,Coimbatore
450,Tanya Sarkar,Vada,1,136.3,136.3,2024-12-23,Mysuru
451,Biju Doshi,Neer Dosa,1,250.27,250.27,2024-12-31,Trichy
452,Zain Swamy,Medu Vada,2,293.5,587.0,2025-04-01,Mysuru
453,Ira Choudhary,Upma,2,395.98,791.96,2025-07-16,Mysuru
454,Inaaya  Yogi,Upma,1,450.83,450.83,2025-01-08,Bengaluru
455,Ryan Batra,Neer Dosa,4,297.44,1189.76,2025-05-25,Vijayawada
456,Madhup Sheth,Medu Vada,1,432.29,432.29,2024-11-06,Hyderabad
457,Vritika Bahri,Bisibele Bath,5,84.28,421.4,2025-04-30,Coimbatore
458,Uthkarsh Krishnamurthy,Uttapam,4,356.98,1427.92,2025-06-02,Chennai
459,Biju Bala,Dosa,5,377.01,1885.05,2025-07-28,Hyderabad
460,Shalv Sharma,Medu Vada,1,135.9,135.9,2025-03-18,Mysuru
461,Yuvaan Sethi,Neer Dosa,4,215.26,861.04,2024-09-25,Chennai
462,Saksham Mani,Pongal,5,96.92,484.6,2025-08-12,Thiruvananthapuram
463,Lakshay Verma,Sambar Rice,2,88.62,177.24,2025-02-13,Chennai
464,Mehul Raman,Rava Dosa,5,328.12,1640.6,2025-02-13,Mysuru
465,Kartik Kothari,Pesarattu,4,243.15,972.6,2024-12-22,Mysuru
466,Heer Loyal,Neer Dosa,1,440.96,440.96,2025-03-12,Trichy
467,Shalv Rege,Bisibele Bath,4,155.27,621.08,2024-10-29,Chennai
468,Ojas Raju,Pongal,3,132.36,397.08,2024-10-20,Chennai
469,Himmat Gour,Sambar Rice,1,263.61,263.61,2025-04-04,Vijayawada
470,Seher Dutt,Bisibele Bath,1,425.23,425.23,2025-05-01,Hyderabad
471,Ivana Kulkarni,Rasam Rice,1,206.2,206.2,2025-04-16,Chennai
472,Shayak Garg,Bisibele Bath,5,336.71,1683.55,2024-11-23,Vijayawada
473,Nirvi Seth,Bisibele Bath,2,464.23,928.46,2025-04-14,Coimbatore
474,Gatik Sinha,Idli,3,343.17,1029.51,2024-08-30,Hyderabad
475,Trisha Saha,Rava Dosa,2,173.22,346.44,2025-05-11,Trichy
476,Lavanya Krishna,Pongal,2,95.31,190.62,2025-06-16,Bengaluru
477,Lagan Badami,Curd Rice,3,198.82,596.46,2024-09-12,Chennai
478,Dhruv Sood,Rava Dosa,2,96.76,193.52,2024-12-05,Coimbatore
479,Ira Bansal,Sambar Rice,5,201.71,1008.55,2025-07-18,Bengaluru
480,Nirvi Lata,Medu Vada,3,409.49,1228.47,2025-07-23,Coimbatore
481,Kiaan Gole,Curd Rice,4,354.8,1419.2,2025-07-12,Mysuru
482,Aaryahi Seth,Bisibele Bath,2,210.08,420.16,2024-12-27,Bengaluru
483,Vihaan Jhaveri,Sambar Rice,4,483.89,1935.56,2025-08-05,Coimbatore
484,Indrajit Mann,Curd Rice,5,229.05,1145.25,2025-01-26,Coimbatore
485,Baiju Batta,Idli,5,360.89,1804.45,2025-03-02,Coimbatore
486,Suhana Basu,Pongal,5,362.9,1814.5,2025-06-19,Chennai
487,Aradhya Sundaram,Sambar Rice,5,182.53,912.65,2025-03-18,Bengaluru
488,Gatik Sami,Upma,3,320.2,960.6,2025-06-24,Chennai
489,Mishti Korpal,Sambar Rice,2,422.77,845.54,2025-07-19,Trichy
490,Kanav Chandra,Rasam Rice,4,255.37,1021.48,2024-09-03,Mysuru
491,Raghav Rout,Curd Rice,2,126.28,252.56,2025-06-13,Vijayawada
492,Ishita Ramakrishnan,Rava Dosa,2,370.51,741.02,2025-03-28,Mysuru
493,Ivan Karan,Rasam Rice,4,63.38,253.52,2025-06-04,Trichy
494,Divit Karpe,Rasam Rice,5,143.73,718.65,2024-09-03,Vijayawada
495,Mannat Goel,Sambar Rice,4,239.62,958.48,2024-11-14,Thiruvananthapuram
496,Rhea Sinha,Medu Vada,3,88.98,266.94,2025-06-22,Hyderabad
497,Anya Ramesh,Pongal,4,489.99,1959.96,2024-12-12,Thiruvananthapuram
498,Nehmat Deshpande,Bisibele Bath,3,350.74,1052.22,2025-07-14,Hyderabad
499,Oorja Tank,Upma,2,394.72,789.44,2024-11-29,Thiruvananthapuram
500,Saksham Vohra,Upma,2,499.82,999.64,2024-09-22,Coimbatore
501,Vritika Thakur,Vada,5,98.87,494.35,2025-06-14,Coimbatore
502,Hridaan Chawla,Vada,3,253.21,759.63,2024-09-14,Hyderabad
503,Ritvik Venkatesh,Pongal,4,148.0,592.0,2024-09-13,Thiruvananthapuram
504,Jiya Ganesh,Rasam Rice,5,89.97,449.85,2025-07-22,Bengaluru
505,Akarsh Goyal,Neer Dosa,1,387.85,387.85,2025-04-12,Mysuru
506,Aayush Saini,Bisibele Bath,2,409.31,818.62,2025-04-15,Trichy
507,Shanaya Kurian,Medu Vada,2,481.46,962.92,2025-07-31,Hyderabad
508,Tarini Buch,Medu Vada,2,431.71,863.42,2025-07-15,Hyderabad
509,Raunak De,Medu Vada,1,159.53,159.53,2025-05-18,Trichy
510,Kimaya Kata,Pesarattu,4,368.27,1473.08,2024-12-11,Vijayawada
511,Shaan Ghose,Sambar Rice,2,353.9,707.8,2024-11-27,Bengaluru
512,Nitara Varghese,Dosa,2,223.44,446.88,2024-11-20,Chennai
513,Dhanush Bhatnagar,Uttapam,4,97.6,390.4,2024-12-03,Hyderabad
514,Divij Das,Rava Dosa,1,154.09,154.09,2024-11-03,Thiruvananthapuram
515,Vanya Sen,Medu Vada,2,235.86,471.72,2025-03-27,Bengaluru
516,Diya Kapur,Upma,5,146.35,731.75,2025-06-25,Vijayawada
517,Tanya Bassi,Rasam Rice,4,326.66,1306.64,2024-10-26,Bengaluru
518,Himmat Joshi,Upma,2,444.67,889.34,2025-05-22,Trichy
519,Veer Ganesh,Neer Dosa,1,187.27,187.27,2025-03-16,Trichy
520,Nayantara Bhasin,Upma,3,469.19,1407.57,2025-02-10,Mysuru
521,Hrishita Doctor,Idli,4,135.26,541.04,2024-10-29,Coimbatore
522,Urvi Magar,Pongal,2,347.13,694.26,2025-07-17,Hyderabad
523,Reyansh Sahni,Idli,5,385.91,1929.55,2024-11-20,Coimbatore
524,Anvi Sharma,Upma,2,212.96,425.92,2025-07-14,Trichy
525,Shayak Lata,Vada,5,402.16,2010.8,2024-09-14,Coimbatore
526,Jivin Lalla,Bisibele Bath,3,303.4,910.2,2025-02-17,Mysuru
527,Samar Lal,Uttapam,2,93.01,186.02,2024-09-15,Thiruvananthapuram
528,Alisha Iyengar,Pongal,1,499.91,499.91,2025-07-24,Coimbatore
529,Zoya Kata,Sambar Rice,2,110.16,220.32,2025-05-11,Hyderabad
530,Kashvi Sehgal,Sambar Rice,4,309.37,1237.48,2025-03-25,Thiruvananthapuram
531,Divyansh Singh,Uttapam,3,182.36,547.08,2025-04-30,Bengaluru
532,Onkar Chada,Medu Vada,4,463.56,1854.24,2025-03-29,Vijayawada
533,Kismat Venkataraman,Pesarattu,5,416.44,2082.2,2025-01-02,Chennai
534,Hrishita Bhat,Pongal,3,319.85,959.55,2024-08-15,Bengaluru
535,Amira Madan,Vada,1,455.17,455.17,2024-09-24,Vijayawada
536,Divit Bakshi,Pongal,1,96.24,96.24,2025-07-13,Thiruvananthapuram
537,Piya Walia,Pesarattu,5,280.86,1404.3,2025-01-12,Coimbatore
538,Kimaya Singh,Curd Rice,1,165.2,165.2,2024-09-13,Coimbatore
539,Uthkarsh Kari,Upma,4,139.09,556.36,2024-09-10,Mysuru
540,Riaan Barad,Vada,5,475.63,2378.15,2025-01-03,Chennai
541,Heer Kala,Medu Vada,2,402.23,804.46,2024-10-01,Trichy
542,Kabir Jain,Idli,3,414.97,1244.91,2025-03-10,Bengaluru
543,Nirvi Ganguly,Neer Dosa,2,159.26,318.52,2025-05-28,Hyderabad
544,Keya Aurora,Upma,4,399.97,1599.88,2024-11-23,Coimbatore
545,Jayesh Bhalla,Rava Dosa,3,340.37,1021.11,2024-09-01,Hyderabad
546,Armaan Balasubramanian,Pongal,2,165.4,330.8,2025-08-01,Chennai
547,Aarush Grover,Rava Dosa,2,116.84,233.68,2025-01-13,Thiruvananthapuram
548,Elakshi Date,Uttapam,3,223.86,671.58,2024-09-20,Coimbatore
549,Yakshit Dhingra,Pesarattu,3,207.03,621.09,2025-06-29,Trichy
550,Kashvi Bhavsar,Pesarattu,5,220.71,1103.55,2025-03-05,Trichy
551,Mamooty Mandal,Vada,4,460.72,1842.88,2024-11-17,Mysuru
552,Myra Soman,Dosa,1,429.87,429.87,2024-10-28,Bengaluru
553,Dhanush Korpal,Bisibele Bath,3,320.35,961.05,2024-10-28,Trichy
554,Vedika Ramakrishnan,Upma,4,144.21,576.84,2025-03-01,Mysuru
555,Nirvaan Dayal,Idli,4,275.38,1101.52,2024-11-27,Bengaluru
556,Yasmin Dani,Neer Dosa,2,228.78,457.56,2024-10-29,Vijayawada
557,Jayan Basu,Bisibele Bath,2,399.39,798.78,2024-08-28,Hyderabad
558,Aaryahi Dhaliwal,Sambar Rice,4,148.3,593.2,2024-08-29,Mysuru
559,Jayant Ram,Bisibele Bath,4,343.47,1373.88,2025-05-23,Bengaluru
560,Seher Bandi,Uttapam,2,489.21,978.42,2024-11-17,Chennai
561,Raunak Upadhyay,Upma,4,157.36,629.44,2025-07-28,Trichy
562,Rati Chakraborty,Uttapam,1,96.14,96.14,2024-11-02,Coimbatore
563,Farhan Jayaraman,Uttapam,4,79.95,319.8,2025-02-18,Hyderabad
564,Lakshit Bhasin,Medu Vada,5,402.01,2010.05,2024-12-13,Bengaluru
565,Aradhya Sur,Pongal,1,369.14,369.14,2025-07-14,Mysuru
566,Shamik Gopal,Uttapam,2,457.89,915.78,2024-10-17,Chennai
567,Zara Babu,Dosa,5,352.25,1761.25,2024-10-20,Chennai
568,Riaan Ramachandran,Vada,2,377.43,754.86,2025-01-24,Thiruvananthapuram
569,Aarush Keer,Dosa,3,234.12,702.36,2025-02-12,Trichy
570,Mishti Setty,Dosa,2,74.27,148.54,2025-05-16,Chennai
571,Sumer Bala,Pesarattu,2,88.81,177.62,2025-03-12,Hyderabad
572,Vanya Rajagopal,Dosa,4,286.93,1147.72,2025-04-07,Bengaluru
573,Anaya Kade,Medu Vada,1,390.5,390.5,2025-01-03,Coimbatore
574,Yakshit Mandal,Curd Rice,2,472.08,944.16,2024-11-23,Bengaluru
575,Aayush Soni,Medu Vada,4,447.9,1791.6,2025-04-13,Mysuru
576,Ritvik Sarkar,Bisibele Bath,1,235.27,235.27,2024-09-10,Coimbatore
577,Oorja Chaudhari,Idli,2,196.27,392.54,2024-09-21,Trichy
578,Badal Anne,Pongal,5,390.1,1950.5,2025-08-12,Trichy
579,Purab Dixit,Upma,5,476.29,2381.45,2025-01-13,Thiruvananthapuram
580,Devansh Soman,Sambar Rice,5,378.04,1890.2,2025-07-05,Hyderabad
581,Aarav Sha,Medu Vada,1,442.56,442.56,2025-01-16,Vijayawada
582,Pari Mander,Pongal,1,193.42,193.42,2025-01-30,Coimbatore
583,Samar Kota,Curd Rice,1,347.72,347.72,2025-08-02,Bengaluru
584,Fateh Grewal,Bisibele Bath,1,282.13,282.13,2024-08-27,Thiruvananthapuram
585,Pari Srinivasan,Rasam Rice,5,204.53,1022.65,2024-10-09,Hyderabad
586,Pari Sangha,Curd Rice,5,61.3,306.5,2024-11-11,Trichy
587,Indrajit Dhar,Bisibele Bath,5,269.98,1349.9,2025-03-17,Trichy
588,Badal Sagar,Curd Rice,3,287.47,862.41,2025-04-24,Trichy
589,Kashvi Sankar,Uttapam,1,234.27,234.27,2024-10-26,Thiruvananthapuram
590,Nakul Srivastava,Pesarattu,1,376.45,376.45,2024-09-05,Trichy
591,Riaan Batra,Uttapam,5,74.37,371.85,2025-03-13,Thiruvananthapuram
592,Gokul Deshmukh,Dosa,1,119.64,119.64,2025-08-10,Mysuru
593,Shamik Sarna,Upma,4,149.59,598.36,2024-11-07,Bengaluru
594,Uthkarsh Tripathi,Dosa,3,402.28,1206.84,2024-08-15,Vijayawada
595,Shalv Wason,Dosa,3,133.34,400.02,2025-01-05,Bengaluru
596,Kashvi Bora,Pesarattu,2,95.36,190.72,2025-02-14,Hyderabad
597,Neysa Rau,Bisibele Bath,4,301.64,1206.56,2024-12-18,Coimbatore
598,Oorja Ramaswamy,Upma,4,63.9,255.6,2025-07-07,Hyderabad
599,Anay Joshi,Sambar Rice,2,378.35,756.7,2025-06-16,Mysuru
600,Rasha Mall,Dosa,5,279.29,1396.45,2025-04-10,Chennai
601,Nayantara Sawhney,Vada,1,410.29,410.29,2025-06-01,Vijayawada
602,Aarna Rama,Pesarattu,4,57.58,230.32,2024-08-23,Bengaluru
603,Ayesha Datta,Bisibele Bath,2,358.36,716.72,2025-02-03,Trichy
604,Indranil Choudhury,Uttapam,4,237.71,950.84,2025-01-30,Bengaluru
605,Jivika Chaudhari,Neer Dosa,5,141.21,706.05,2024-09-16,Bengaluru
606,Misha Badami,Medu Vada,2,329.28,658.56,2025-07-08,Bengaluru
607,Anya Dada,Medu Vada,4,418.0,1672.0,2025-05-30,Coimbatore
608,Kanav Ramakrishnan,Vada,5,93.37,466.85,2024-11-20,Hyderabad
609,Jivika Tak,Dosa,3,346.99,1040.97,2024-10-29,Trichy
610,Raunak Buch,Medu Vada,1,350.54,350.54,2025-01-18,Vijayawada
611,Gokul Tata,Rasam Rice,3,438.64,1315.92,2025-02-08,Vijayawada
612,Abram Chad,Bisibele Bath,2,295.86,591.72,2024-08-27,Thiruvananthapuram
613,Myra Bawa,Neer Dosa,2,462.58,925.16,2025-05-20,Coimbatore
614,Aarush Mandal,Curd Rice,5,335.15,1675.75,2025-05-29,Mysuru
615,Azad Mahajan,Idli,4,489.22,1956.88,2025-05-22,Trichy
616,Khushi Dhawan,Pesarattu,4,372.86,1491.44,2025-03-13,Vijayawada
617,Madhup Chaudhuri,Rasam Rice,3,98.75,296.25,2025-05-11,Vijayawada
618,Ishaan Rama,Curd Rice,5,80.17,400.85,2025-02-10,Hyderabad
619,Umang Wali,Sambar Rice,5,188.7,943.5,2025-05-08,Bengaluru
620,Dhruv Atwal,Idli,5,375.54,1877.7,2025-07-23,Coimbatore
621,Riya Ratta,Sambar Rice,3,420.34,1261.02,2024-09-09,Chennai
622,Shalv Dhillon,Pongal,4,82.93,331.72,2024-12-30,Trichy
623,Zaina Krishna,Pongal,2,122.97,245.94,2024-08-25,Vijayawada
624,Pari Sani,Dosa,3,492.12,1476.36,2025-06-05,Trichy
625,Vedika Dixit,Upma,4,97.65,390.6,2025-02-01,Bengaluru
626,Adah Keer,Rasam Rice,1,276.67,276.67,2024-10-22,Thiruvananthapuram
627,Purab Desai,Rava Dosa,1,312.16,312.16,2025-01-20,Mysuru
628,Urvi Chowdhury,Idli,2,201.45,402.9,2025-05-09,Mysuru
629,Madhup Viswanathan,Rasam Rice,2,88.8,177.6,2025-02-09,Vijayawada
630,Aniruddh Mane,Pesarattu,5,244.07,1220.35,2025-03-17,Trichy
631,Sahil Dewan,Rava Dosa,1,293.14,293.14,2025-04-22,Trichy
632,Inaaya  Sachdev,Pesarattu,3,338.19,1014.57,2025-05-10,Thiruvananthapuram
633,Heer Hegde,Neer Dosa,3,404.22,1212.66,2024-09-16,Mysuru
634,Keya Konda,Idli,5,61.14,305.7,2024-12-25,Chennai
635,Tanya Vig,Uttapam,3,443.86,1331.58,2024-09-02,Thiruvananthapuram
636,Ivana Ratta,Sambar Rice,4,75.13,300.52,2024-12-14,Vijayawada
637,Aarav Dubey,Sambar Rice,2,407.69,815.38,2024-11-21,Hyderabad
638,Nishith Ahluwalia,Idli,3,141.17,423.51,2025-03-30,Hyderabad
639,Vritika Sharaf,Pongal,1,276.46,276.46,2025-07-16,Chennai
640,Ira Bhalla,Dosa,2,186.76,373.52,2025-03-26,Mysuru
641,Hansh Sangha,Idli,4,386.95,1547.8,2024-11-28,Coimbatore
642,Darshit Maharaj,Neer Dosa,2,278.96,557.92,2024-11-21,Chennai
643,Lakshit Magar,Curd Rice,5,343.3,1716.5,2024-11-23,Hyderabad
644,Jivika Warrior,Uttapam,3,69.33,207.99,2025-06-17,Vijayawada
645,Lakshay Dara,Curd Rice,1,127.56,127.56,2024-12-06,Bengaluru
646,Vritika Chander,Vada,1,75.31,75.31,2025-01-31,Hyderabad
647,Himmat Kashyap,Curd Rice,4,343.94,1375.76,2025-03-09,Hyderabad
648,Shamik Vasa,Upma,5,279.78,1398.9,2025-07-30,Mysuru
649,Shlok Sethi,Pongal,2,365.16,730.32,2025-08-08,Trichy
650,Krish Chhabra,Pesarattu,2,110.22,220.44,2024-09-19,Bengaluru
651,Myra Deol,Upma,4,68.6,274.4,2025-03-28,Chennai
652,Shaan Deo,Pongal,1,438.97,438.97,2025-06-25,Coimbatore
653,Shray Kala,Upma,1,211.42,211.42,2025-08-08,Coimbatore
654,Arhaan Barad,Curd Rice,4,369.87,1479.48,2025-05-26,Chennai
655,Samiha Bose,Idli,4,214.55,858.2,2025-02-19,Hyderabad
656,Anya Ahluwalia,Bisibele Bath,4,289.08,1156.32,2024-10-13,Chennai
657,Alia Grover,Uttapam,1,226.58,226.58,2025-04-27,Hyderabad
658,Samar Yadav,Pesarattu,5,498.14,2490.7,2025-07-09,Bengaluru
659,Azad Brahmbhatt,Neer Dosa,4,409.1,1636.4,2024-09-26,Thiruvananthapuram
660,Rati Sinha,Rasam Rice,4,267.18,1068.72,2025-04-03,Thiruvananthapuram
661,Hridaan Basak,Dosa,1,99.81,99.81,2025-01-12,Thiruvananthapuram
662,Indrans Srivastava,Rasam Rice,2,494.72,989.44,2025-06-08,Mysuru
663,Piya Guha,Bisibele Bath,2,465.96,931.92,2024-11-01,Coimbatore
664,Kimaya Ratta,Idli,2,157.05,314.1,2025-06-02,Chennai
665,Devansh Roy,Bisibele Bath,5,356.98,1784.9,2024-12-01,Coimbatore
666,Kismat Kapadia,Pesarattu,5,412.96,2064.8,2024-12-25,Mysuru
667,Pari Setty,Rasam Rice,1,359.32,359.32,2024-12-29,Chennai
668,Vanya Grover,Idli,1,343.69,343.69,2025-03-13,Trichy
669,Oorja Chakraborty,Pongal,4,108.14,432.56,2024-09-21,Hyderabad
670,Akarsh Sur,Rasam Rice,5,239.73,1198.65,2025-01-19,Hyderabad
671,Tejas Garg,Neer Dosa,3,87.67,263.01,2025-02-15,Thiruvananthapuram
